sample_id,kingdom,tech_platform,coverage_hifi,syri_aln_coverage,gene_counts ,inv_count_total,inv_count_small_lt10kb,inv_count_medium_10kb_1Mb,inv_count_large_gt1Mb,inv_count_per_Gb,inv_len_mean_bp,inv_len_median_bp,sd_inv_length,q25_inv_length,q75_inv_length,min_inv_length,max_inv_length,mean_log10_inv_length,median_log10_inv_length,BUSCO_completeness,BUSCO_duplication,n_chromosomes,te_prop_genome,gene_density,asm_total_len_bp,asm_scaffold_N50_Mb,pi_genome_wide,indel_rate,inversions_with_tr,inversions_with_genes,breakpoint_genes,inversions_with_repeat
PRJEB67610,Metazoa,HiFi+Hi-C,,,50161,91,90,1,0,230.1358244,1245.549451,788,1885.629758,396.5,1411,223,16078,3.095360974,2.896526217,94.6,0.4,29,0.4572,0.374183,395418663,14,0.002904303,0.074928347,53,26,26,90
PRJEB67612,Metazoa,HiFi+Hi-C,,,136887,329,316,12,1,325.0488213,13768.89058,614,196409.0277,367,1061,199,3545450,4.138898949,2.788168371,96.9,1,25,0.6271,0.364687,1012155647,41,0.003293039,0.198690115,182,98,109,319
PRJEB67618,Metazoa,HiFi+Hi-C,,,79708,24,19,3,2,38.21155778,253780.625,905,924084.0748,347.75,2860.75,199,4385541,5.404458463,2.956648579,95.4,0.4,30,0.5143,0.344066,628082219,23,0.00085612,0.031276633,14,9,9,24
PRJEB67622,Metazoa,HiFi+Hi-C,,,66624,57,56,1,0,123.5897582,8304.473684,456,57940.49956,308,734,210,438057,3.919312113,2.658964843,96.7,1.3,30,0.4855,0.42831,461203265,15,0.004530993,0.140175729,41,31,30,55
PRJEB67624,Metazoa,HiFi+Hi-C,,,125657,323,294,20,9,326.8963806,129521.1827,753,1009029.759,381.5,2081,201,15015325,5.112340801,2.876794976,93,1.2,27,0.6403,0.345482,988080686,36,0.003254911,0.157490398,206,97,95,307
PRJEB67626,Metazoa,HiFi+Hi-C,,,49035,152,150,2,0,357.6099044,1450.894737,636.5,4443.406128,379.5,1417.25,221,49551,3.161635905,2.803798408,94,1,5,0.5061,0.280715,425044156,80,0.006140295,0.111802637,118,41,42,0
PRJEB67749,Metazoa,HiFi+Hi-C,,,89663,164,124,21,19,138.6291267,517366.7195,848,1498497.014,496.75,4985.5,199,7869135,5.713798489,2.928395852,89.6,0.7,28,0.6611,0.208811,1183012574,44,0.002846031,0.043097423,100,58,28,161
PRJEB68013,Metazoa,HiFi+Hi-C,,,58707,40,29,10,1,134.420008,109579.225,1362.5,452700.2093,634.5,12238.75,218,2762004,5.039728225,3.134336511,92,1.8,13,0.359,0.327837,297574748,26,0.002377327,0.039979075,34,13,10,39
PRJEB68017,Metazoa,HiFi+Hi-C,,,69422,171,157,12,2,244.4149641,80455.40351,661,889397.4026,382.5,1336.5,202,11581164,4.905555217,2.820201459,93.2,1.9,28,0.7014,0.270034,699629831,36,0.005373504,0.108961435,85,36,29,167
PRJEB68031,Viridiplantae,HiFi+Hi-C,,,99088,79,63,15,1,192.6180798,57413.39241,793,388529.5089,395,3487.5,239,3448185,4.759013209,2.899273187,98.5,4,44,0.5191,0.311426,410138031,10,0.009727335,0.16486728,61,27,21,74
PRJEB68033,Viridiplantae,HiFi+Hi-C,,,90493,1,0,1,0,2.763334954,188931,188931,,188931,188931,188931,188931,5.276303223,5.276303223,98.7,4.4,31,0.4892,0.34769,361881573,12,2.99E-06,0.003745891,1,1,2,1
PRJEB68037,Viridiplantae,HiFi+Hi-C,,,88554,16,14,0,2,46.97800133,248125.25,1720,692872.1423,356.5,3745.25,289,2424958,5.394670962,3.235528447,98.2,3,29,0.4533,0.371195,340584945,11,0.001609966,0.047066323,13,5,3,13
PRJEB68041,Viridiplantae,HiFi+Hi-C,,,89307,102,91,11,0,276.6234317,14849.07843,431,96939.71695,373.25,1150.25,201,959197,4.171699501,2.63447727,97.8,4.3,34,0.4885,0.356114,368732321,11,0.007076557,0.152668058,91,35,33,97
PRJEB68045,Viridiplantae,HiFi+Hi-C,,,109613,5,2,3,0,8.680271427,282935.6,121435,353965.9434,759,484976,364,807144,5.451687595,5.084343877,98.3,36.1,21,0.5593,0.235269,576018854,27,0.00019414,0.022960761,5,3,0,5
PRJEB68086,Viridiplantae,HiFi+Hi-C,,,106838,6,0,4,2,17.58257025,1515153.667,97297.5,2338687.959,31895.5,2614404.5,23117,5409675,6.180456681,4.988101681,99.5,28,18,0.4787,0.388672,341247037,19,4.13E-05,0.009966955,3,2,0,6
PRJEB68233,Metazoa,HiFi+Hi-C,,,118857,118,84,23,11,146.1370502,274725.7881,758,689297.4726,394.5,88138,208,3877862,5.438899428,2.879669206,95.5,1.2,19,0.4541,0.443596,807461214,41,0.014922969,0.106633038,65,58,40,110
PRJEB68239,Metazoa,HiFi+Hi-C,,,50252,121,119,1,1,245.6609136,130041.2231,830,1416187.886,479,1652,203,15579355,5.114081046,2.919078092,95.4,1,6,0.5302,0.168521,492548848,74,0.003930502,0.055849058,92,18,14,120
PRJEB68253,Metazoa,HiFi+Hi-C,,,54133,8,4,3,1,40.87472776,410966.375,13875.5,739879.379,624.25,464461,368,2098165,5.61380629,4.142248642,98.1,0.6,18,0.1539,0.459876,195719958,12,0.000465732,0.019963461,7,5,4,7
PRJEB68265,Viridiplantae,HiFi+Hi-C,,,76217,1,1,0,0,2.906867534,414,414,,414,414,414,414,2.617000341,2.617000341,99.1,10.5,25,0.6925,0.206478,344012924,15,4.34E-05,0.002990838,0,0,0,0
PRJEB68271,Viridiplantae,HiFi+Hi-C,,,134659,83,77,4,2,81.95360336,49729.6988,937,226491.8547,545.5,2334,233,1554667,4.696615829,2.971739591,99.5,81.1,24,0.6928,0.323054,1012768159,42,0.004181797,0.139905282,64,37,37,78
PRJEB68273,Viridiplantae,HiFi+Hi-C,,,195391,15,9,3,3,20.66731438,702118.4667,8984,1304933.874,511.5,618461.5,305,3966161,5.846410396,3.953469743,99.6,95.6,14,0.6137,0.395555,725783705,51,0.000470655,0.041414027,11,11,11,11
PRJEB68283,Metazoa,HiFi+Hi-C,,,154145,43,28,14,1,45.13812349,89881.51163,4317,371447.6797,1273.5,24665.5,211,2378614,4.953670368,3.635182049,87.1,0,35,0.1105,0.285288,952631538,66,0.005258013,0.016380772,35,15,18,41
PRJEB68285,Metazoa,HiFi+Hi-C,,,135371,31,20,8,3,27.70158742,561762.0323,5233,1649074.77,975,143983,215,7078250,5.749552383,3.718750735,98.2,0.3,47,0.1141,0.319021,1119069443,75,0.003039237,0.012649414,20,14,26,28
PRJEB68287,Metazoa,HiFi+Hi-C,,,164706,23,14,6,3,20.40728311,340828.913,7865,750528.0692,2165,135112,234,2944662,5.53253643,3.895698727,92.6,0,22,0.0804,0.243124,1127048607,94,0.004835327,0.018542241,22,13,17,19
PRJEB68289,Metazoa,HiFi+Hi-C,,,92651,44,28,14,2,38.6645325,123963.6136,5097,454034.7222,1049.75,22719.75,276,2574717,5.093294228,3.707314634,98.2,0,31,0.1253,0.326069,1137993845,85,0.004908215,0.013551632,40,35,48,38
PRJEB68291,Metazoa,HiFi+Hi-C,,,74247,43,39,1,3,57.54384213,408945.7674,626,2265290.144,375,1081,219,14798224,5.611665718,2.796574333,71.7,0.7,49,0.4826,0.504963,747256325,14,0.00348118,0.059439022,28,15,16,42
PRJEB68293,Metazoa,HiFi+Hi-C,,,67968,67,62,2,3,135.1090589,99972.01493,437,433595.1795,331,713,231,2339663,4.999878445,2.640481437,97.3,1.6,30,0.4063,0.386218,495895690,17,0.007442488,0.061259523,32,21,20,49
PRJEB68372,Metazoa,HiFi+Hi-C,,,61823,51,38,10,3,178.8812922,237601.3922,546,614219.1031,353,7877.5,207,3517272,5.375848981,2.737192643,98.4,0.9,16,0.3079,0.400579,285105275,21,0.007073805,0.067331856,39,21,12,49
PRJEB68389,Viridiplantae,HiFi+Hi-C,,,86636,24,21,2,1,58.69323719,115671.7917,1256.5,461201.3098,452.5,3187.25,283,2231443,5.063227463,3.099162493,97.8,3.9,12,0.5171,0.401475,408905713,34,0.002471304,0.084027118,18,14,15,20
PRJEB68391,Viridiplantae,HiFi+Hi-C,,,105013,24,22,2,0,82.85754774,29135.16667,607.5,126615.7943,391.25,1317.75,293,621139,4.464417507,2.783546282,98.9,7.8,11,0.4905,0.45498,289653757,26,0.003140529,0.13726078,16,12,13,15
PRJEB69495,Viridiplantae,HiFi+Hi-C,,,148026,6,0,3,3,8.904216171,3824241.833,2653315.5,4530083.149,661977.25,4730945.75,155197,12061936,6.582545348,6.423788894,99.5,84.9,9,0.6329,0.29593,673838088,72,5.67E-05,0.008730221,6,6,4,6
PRJEB69497,Metazoa,HiFi+Hi-C,,,115851,113,104,8,1,163.4102317,61971.84071,461,511550.1625,323,829,206,5405796,4.792194396,2.663700925,89.1,0.3,22,0.3574,0.512701,691511167,31,0.009036451,0.043595448,67,71,77,105
PRJEB69499,Metazoa,HiFi+Hi-C,,,136279,59,34,23,2,85.81852484,141679.4068,1995,415952.9331,438.5,73130,214,2709470,5.15130673,3.2999429,91.8,0.1,24,0.2483,0.545038,687497252,29,0.004931217,0.042319098,45,41,43,57
PRJEB69509,Metazoa,HiFi+Hi-C,,,123064,17,12,4,1,31.63669703,431326,1933,1661288.452,599,47874,298,6873159,5.634805638,3.286231854,98.7,0.3,22,0.1927,0.60421,537350659,25,0.002405657,0.027520766,13,8,7,14
PRJEB70501,Metazoa,HiFi+Hi-C,,,65818,196,181,13,2,270.080296,59469.45918,907,676024.1876,459.75,1972.25,213,9407078,4.774293989,2.957607287,94.2,1,6,0.677,0.186511,725710105,147,0.006166348,0.122947629,87,36,28,194
PRJEB70638,Metazoa,HiFi+Hi-C,,,71514,127,121,5,1,213.3395245,20719.15748,447,141580.0069,327.5,974,201,1530683,4.316372091,2.650307523,97.2,1.5,31,0.4646,0.396683,595295224,20,0.004812637,0.080142647,70,58,59,123
PRJEB70640,Metazoa,HiFi+Hi-C,,,78196,617,494,118,5,581.0119381,38991.39222,858,264686.39,415,2202,202,5712586,4.590968742,2.933487288,89,0.4,11,0.7489,0.254535,1061940314,97,0.007353554,0.128413253,408,214,176,610
PRJEB70742,Metazoa,HiFi+Hi-C,,,89441,246,227,17,2,419.0768647,44070.38618,653,304823.4213,425,1144,205,4284519,4.644146856,2.814913181,89.1,2.1,9,0.639,0.410941,587004487,77,0.004841078,0.08954177,108,101,92,203
PRJEB70744,Metazoa,HiFi+Hi-C,,,52471,37,17,18,2,165.0727495,134757.2432,15715,291795.9835,1144,93313,335,1276226,5.129552118,4.196314385,95.2,0.4,17,0.4265,0.451534,224143598,13,0.01128914,0.108712844,32,28,28,36
PRJEB70844,Metazoa,HiFi+Hi-C,,,69796,90,71,9,10,262.7652658,509846.3667,546.5,1475373.258,352,3930.25,202,7781907,5.707439329,2.737590166,95.8,3.9,14,0.5489,0.363973,342511023,26,0.00734328,0.131265119,69,33,22,88
PRJEB70850,Metazoa,HiFi+Hi-C,,,72510,19,9,6,4,18.66005022,3352773.842,13324,7683810.442,2335.5,66751.5,398,22921688,6.52540426,4.124634624,70.7,0.3,10,0.0944,0.121458,1018218053,127,0.001476922,0.00596447,15,7,6,17
PRJEB70967,Fungi,HiFi+Hi-C,,,15017,35,32,1,2,293.6701604,568118.1714,2113,3005819.727,950.5,4465.5,245,17754662,5.754438681,3.324899497,85.6,1.7,12,0.6345,0.195007,119181329,13,0.002665043,0.099580752,26,6,3,31
PRJEB70985,Viridiplantae,HiFi+Hi-C,,,197404,28,25,3,0,44.21223463,37637.07143,681.5,133593.1497,332.75,1858,228,605918,4.575615823,2.83346586,99.1,90.9,24,0.3741,0.448809,633308862,26,0.002541558,0.043370145,18,13,12,23
PRJEB71024,Viridiplantae,HiFi+Hi-C,,,426212,1,0,1,0,0.676548674,121942,121942,,121942,121942,121942,121942,5.086153314,5.086153314,99.1,96.1,20,0.6175,0.488112,1478090251,74,2.09E-05,0.005460921,1,1,0,1
PRJEB71654,Metazoa,HiFi+Hi-C,,,47288,26,16,10,0,147.1925115,50539,2475,102134.6677,668.25,52477.25,287,423532,4.703626644,3.393575203,96.6,0.9,10,0.4079,0.535434,176639421,18,0.00456999,0.071996902,20,9,4,26
PRJEB73400,Fungi,HiFi+Hi-C,,,23826,12,6,6,0,302.1183481,32219,9270,53951.93672,750.75,32292,257,175051,4.508112057,3.967079734,96.1,0.5,15,0.2983,0.494814,39719534,3,0.003027385,0.143694659,9,8,4,9
PRJEB73426,Viridiplantae,HiFi+Hi-C,,,136350,1,0,1,0,2.675514987,27845,27845,,27845,27845,27845,27845,4.444747222,4.444747222,99.5,24,20,0.4843,0.446057,373759820,19,4.89E-05,0.007127871,1,1,0,1
PRJEB73430,Viridiplantae,HiFi+Hi-C,,,105900,38,26,11,1,117.7471556,452143.8947,1633.5,2410621.756,816.5,24700.25,246,14893719,5.655276671,3.213119139,98.2,13.4,9,0.4937,0.36007,322725418,36,0.001786538,0.052782367,32,16,10,34
PRJEB73432,Viridiplantae,HiFi+Hi-C,,,103921,18,11,5,2,51.99307976,213524.4444,4137,459459.9953,582.5,141930.25,205,1534441,5.329447601,3.616685521,99.1,15.9,9,0.5292,0.33544,346199919,37,0.000970281,0.056782056,15,11,6,16
PRJEB73434,Viridiplantae,HiFi+Hi-C,,,77188,18,12,4,2,65.27794227,273974.6111,971,726807.7374,362,24316.75,265,2597326,5.437710319,2.98721923,98.7,2.4,10,0.506,0.365349,275743986,25,0.002011181,0.06323072,14,6,4,18
PRJEB73668,Viridiplantae,HiFi+Hi-C,,,144896,38,27,11,0,86.13603266,33765.21053,1600,82558.22931,713.5,14651.25,260,373167,4.528469462,3.204119983,99.5,90,16,0.4329,0.418222,441162645,27,0.004571619,0.110799138,29,18,14,32
PRJEB73762,Viridiplantae,HiFi+Hi-C,,,330055,186,92,77,17,135.094351,548158.043,10881,2745957.625,756.25,169940.25,199,34673202,5.738905791,4.03666881,99.9,97.3,18,0.5922,0.495902,1376815527,76,0.008410885,0.246605586,148,157,198,161
PRJEB73893,Viridiplantae,HiFi+Hi-C,,,98491,9,6,2,1,41.29417694,366184.6667,2088,1004130.789,605,10097,213,3035625,5.563700155,3.319730494,98.7,4,7,0.3332,0.506971,217948405,33,0.000931074,0.02901941,7,5,4,8
PRJEB73901,Fungi,HiFi+Hi-C,,,34125,26,12,14,0,634.5175033,27867.38462,13043.5,52873.71305,794.5,23125.5,351,207088,4.445096212,4.115394143,99,1.2,12,0.0737,0.632798,40976017,3,0.010467333,0.06763823,23,16,23,21
PRJEB73925,Viridiplantae,HiFi+Hi-C,,,74650,2,1,1,0,6.581654074,38642.5,38642.5,53227.46295,19823.75,57461.25,1005,76280,4.587065216,4.587065216,96.7,1.5,20,0.6178,0.255667,303874980,16,7.24E-05,0.01396032,2,1,1,2
PRJEB73927,Viridiplantae,HiFi+Hi-C,,,131492,9,6,2,1,16.62623155,366442,4532,678962.7827,637,564612,351,2022823,5.564005245,3.656289901,97.6,6.9,7,0.6633,0.293944,541313284,75,0.000234215,0.014747583,8,3,2,9
PRJEB73941,Viridiplantae,HiFi+Hi-C,,,102646,26,17,9,0,55.7408969,33394.19231,2201.5,76881.59806,639.5,24568.75,302,360429,4.523670944,3.34271869,98.7,1.9,14,0.5804,0.393282,466443876,33,0.003557912,0.060033449,23,12,7,25
PRJEB73943,Viridiplantae,HiFi+Hi-C,,,115399,71,45,23,3,106.8057114,141894.4789,1242,398974.6688,630,91766,201,2673495,5.151965497,3.094121596,94,6.1,7,0.6761,0.25858,664758458,94,0.002607236,0.197228635,56,39,28,67
PRJEB73957,Viridiplantae,HiFi+Hi-C,,,75421,17,12,4,1,58.16319999,797041.7647,862,3012142.459,334,12833,288,12471382,5.901481079,2.935507266,86.4,3.3,6,0.5753,0.320224,292281030,45,0.002310602,0.14012885,14,6,4,16
PRJEB74150,Viridiplantae,HiFi+Hi-C,,,114803,76,57,17,2,149.8660262,118224.5132,1029,591880.1892,594.5,12918.25,222,4983909,5.072707534,3.012415375,99,5.8,8,0.5028,0.484559,507119605,65,0.00577234,0.19869458,62,53,52,70
PRJEB74170,Viridiplantae,HiFi+Hi-C,,,206927,21,9,12,0,24.66391001,70820.57143,13229,131861.2279,1588,78563,246,468759,4.850159427,4.121527016,99,69.6,47,0.5509,0.274161,851446506,17,0.000760786,0.013669042,20,12,8,21
PRJEB74262,Viridiplantae,HiFi+Hi-C,,,144274,83,53,27,3,103.0965137,140005.012,1546,383163.9549,805,56060,258,2674861,5.146143583,3.18920949,99.5,4.1,12,0.6053,0.309285,805070870,69,0.009528448,0.151997916,68,41,22,76
PRJEB74616,Viridiplantae,HiFi+Hi-C,,,132192,76,51,19,6,89.50260638,282216.3816,3208.5,911329.1837,577.5,29308,204,6040892,5.450582219,3.506302044,98.5,19.3,11,0.7184,0.207032,849137283,76,0.002119788,0.090801508,62,30,10,75
PRJEB74949,Viridiplantae,HiFi+Hi-C,,,114112,7,5,2,0,12.71130684,15940.42857,1041,25208.21551,669,22121,249,64713,4.202499994,3.01745073,98.9,6.3,13,0.6143,0.296449,550690821,43,0.000323107,0.010445545,6,3,4,7
PRJEB74991,Viridiplantae,HiFi+Hi-C,,,97458,14,6,8,0,37.99472019,67815.85714,10464,170671.9643,1198,13724.5,264,627769,4.831331255,4.019697731,99,6.7,7,0.5061,0.367651,368472249,48,0.001230383,0.026504113,14,9,8,14
PRJEB75045,Viridiplantae,HiFi+Hi-C,,,109024,3,0,1,2,6.210952762,2442923,1080019,3249124.496,588618.5,3615775.5,97218,6151532,6.387909778,6.033431396,98.8,6,7,0.6469,0.271165,483017681,70,0.000143722,0.011062105,3,3,0,3
PRJEB76342,Viridiplantae,HiFi+Hi-C,,,92776,2,0,2,0,5.7274384,46635.5,46635.5,11112.18307,42706.75,50564.25,38778,54493,4.668716637,4.668716637,98.5,5.6,7,0.5831,0.338408,349196248,52,0.00026086,0.007229507,2,0,0,2
PRJEB76344,Viridiplantae,HiFi+Hi-C,,,255213,249,128,87,34,208.6523551,717205.6667,6934,2584695.402,617,238694,199,26630266,5.855643712,3.840983837,99.9,96.2,25,0.6725,0.27787,1193372583,52,0.008584337,0.12565803,211,150,97,237
PRJEB76362,Viridiplantae,HiFi+Hi-C,,,147611,209,128,71,10,447.4549748,264377.5455,1788,1500174.615,639,52649,209,20316016,5.422224566,3.252367514,98.5,50.5,11,0.5009,0.351856,467086102,39,0.012792787,0.179887262,163,100,81,189
PRJEB76366,Viridiplantae,HiFi+Hi-C,,,328700,48,31,13,4,38.39310405,450690.5417,2761,1912632.603,752.5,38804.25,259,12835933,5.653878444,3.441066407,99.6,97.1,34,0.5834,0.337095,1250224518,37,0.006435124,0.169661024,38,21,22,46
PRJEB76511,Viridiplantae,HiFi+Hi-C,,,122512,35,27,5,3,47.36362673,672797.0286,999,2699040.29,429.5,5845.5,236,14797949,5.827884065,2.999565488,96.1,9.5,8,0.6751,0.261511,738963682,92,0.000780924,0.048192047,35,14,11,34
PRJEB76525,Viridiplantae,HiFi+Hi-C,,,102991,33,22,9,2,107.6952386,131245.3636,1510,354574.0666,513,104938,261,1760938,5.11808397,3.178976947,98.8,6.3,10,0.4727,0.445789,306420232,31,0.002253296,0.13879032,28,20,18,30
PRJEB76531,Viridiplantae,HiFi+Hi-C,,,389279,15,3,4,8,4.914627235,7449239.467,1289846,13382803.53,51282.5,6838052.5,2189,41799592,6.872111936,6.110537861,99.9,97.2,27,0.7491,0.214352,3052113473,120,0.00015376,0.013677353,15,13,3,15
PRJEB76840,Viridiplantae,HiFi+Hi-C,,,101569,38,25,12,1,82.64454847,207322,2354,1154806.243,555.75,15846.25,228,7128715,5.31664539,3.371806459,98.4,5.5,12,0.5289,0.367378,459800443,40,0.006366547,0.135741963,31,12,9,34
PRJEB77097,Metazoa,HiFi+Hi-C,,,120631,80,5,66,9,280.3663231,545474.9125,140063,1638277.879,69761,336761.5,206,13810117,5.736774781,5.146323424,69.2,48.2,27,0.4791,0.623634,285340975,18,0.000849181,0.038068387,77,78,68,80
PRJEB77556,Viridiplantae,HiFi+Hi-C,,,93125,54,36,11,7,191.5588167,250937.2222,1479.5,558141.5313,426.25,34481,247,2209361,5.399565086,3.170114969,98.9,4.6,12,0.4734,0.355181,281897753,23,0.005019779,0.155415207,46,24,11,50
PRJEB77760,Viridiplantae,HiFi+Hi-C,,,187733,45,34,9,2,70.38558828,180479.8667,1102,950349.7565,477,8706,269,6311870,5.256428761,3.042181595,99.1,95.6,38,0.4173,0.368606,639335425,17,0.004265356,0.080916163,32,14,6,40
PRJEB77762,Viridiplantae,HiFi+Hi-C,,,96638,42,24,16,2,138.4466818,165733.5238,3595.5,414387.5634,488.25,92757,209,2379273,5.219410364,3.555759293,98.1,14.1,19,0.3847,0.395131,303365884,15,0.013454117,0.097630434,31,30,19,32
PRJEB78299,Viridiplantae,HiFi+Hi-C,,,237666,5,5,0,0,4.252117861,1691.8,531,1860.40028,465,2287,463,4713,3.228349021,2.725094521,99.9,97.7,30,0.6582,0.277801,1175884621,39,5.40E-05,0.006898174,4,1,1,5
PRJEB78930,Viridiplantae,HiFi+Hi-C,,,192235,11,6,5,0,10.43465811,165904.4545,5675,265605.4781,370.5,238095.5,216,790662,5.219858047,3.753965866,99.5,71.2,14,0.6844,0.245995,1054179244,74,0.000340684,0.019618584,6,5,0,9
PRJEB79446,Viridiplantae,HiFi+Hi-C,,,109975,71,31,27,13,96.23480577,769596.5634,25983,2008768.328,1132,110426,215,11725204,5.88626312,4.414689293,98.7,6.4,9,0.7542,0.134495,737778805,83,0.001513562,0.056859868,58,38,9,69
PRJEB79590,Viridiplantae,HiFi+Hi-C,,,118601,99,76,22,1,191.9149388,53404.66667,968,207789.7723,501.5,5496,207,1845092,4.727579209,2.985875357,98.1,5.2,10,0.6432,0.367004,515853537,49,0.007479131,0.225420557,72,55,51,93
PRJEB79596,Viridiplantae,HiFi+Hi-C,,,67870,41,3,29,9,119.4190445,929714.878,149586,1913374.616,40237,560793,406,8150646,5.968349781,5.174890949,64.8,3.3,6,0.6947,0.194419,343328823,56,0.020088726,0.065485574,39,38,24,39
PRJEB79867,Viridiplantae,HiFi+Hi-C,,,201560,86,57,24,5,58.29668101,278143.9651,1501.5,1488673.6,489.25,60332.25,238,13427755,5.444269642,3.176525337,97.7,9.9,7,0.7355,0.200437,1475212628,259,0.000121719,0.013528395,69,40,22,82
PRJEB79871,Viridiplantae,HiFi+Hi-C,,,168376,2,0,1,1,1.958527779,1399153,1399153,1879272.036,734730,2063576,70307,2727999,6.145865208,6.145865208,98.9,6.9,7,0.7054,0.227821,1021175202,153,3.32E-06,0.011224128,2,1,0,0
PRJEB79873,Viridiplantae,HiFi+Hi-C,,,84304,1,0,0,1,3.23715766,1747265,1747265,,1747265,1747265,1747265,1747265,6.242358778,6.242358778,93.8,3.9,6,0.6212,0.339583,308912974,54,0.000287453,0.017979055,1,1,0,1
PRJEB79875,Viridiplantae,HiFi+Hi-C,,,86857,14,11,1,2,29.51584433,399664.1429,688.5,999089.3282,403.5,746.25,203,3037832,5.601695186,2.837903945,96.5,9.2,13,0.671,0.2004,474321515,36,0.001258186,0.034183443,7,6,4,14
PRJEB79887,Viridiplantae,HiFi+Hi-C,,,300234,4,0,2,2,3.205317799,1296728.25,1260348,1441905.68,50623.5,2506452.75,46206,2620011,6.112848972,6.100490477,99.6,98.2,31,0.5306,0.37234,1247926181,40,1.75E-05,0.005691379,3,2,0,4
PRJEB80049,Viridiplantae,HiFi+Hi-C,,,192891,80,51,18,11,76.88830899,811031.1375,2575.5,2769138.865,521.75,155806.25,222,21474674,5.909037528,3.410861554,99,93.6,28,0.5556,0.392706,1040470275,39,0.004994082,0.137454152,68,47,37,0
PRJEB80111,Viridiplantae,HiFi+Hi-C,,,162592,85,47,35,3,157.723113,147849.7294,5318,384330.835,735,75314,231,2163183,5.169820534,3.725748333,98.5,76.3,16,0.5918,0.297226,538919112,33,0.004176177,0.140111494,67,44,17,77
PRJEB80203,Viridiplantae,HiFi+Hi-C,,,129436,46,23,23,0,50.72791559,102145.1087,9056.5,220690.3834,1241.5,46536.75,243,969141,5.009217575,3.956960391,98.3,12.2,11,0.659,0.248239,906798544,83,0.006217721,0.172758055,39,21,14,43
PRJEB80446,Viridiplantae,HiFi+Hi-C,,,147953,2,2,0,0,2.573141582,1081.5,1081.5,613.0615793,864.75,1298.25,648,1515,3.034026524,3.034026524,98.1,93.3,14,0.5666,0.243613,777259990,55,4.28E-05,0.006978193,1,0,0,2
PRJEB80506,Viridiplantae,HiFi+Hi-C,,,84525,1,0,1,0,2.818719244,78460,78460,,78460,78460,78460,78460,4.894648304,4.894648304,96.5,7.2,21,0.5909,0.465407,354771055,19,2.92E-05,0.004128035,1,0,0,1
PRJEB80992,Viridiplantae,HiFi+Hi-C,,,123481,220,119,87,14,237.0140909,264702.2364,5947.5,888181.2064,796.75,79560.25,214,9019816,5.42275761,3.774334451,99,5.1,16,0.7498,0.166468,928214855,59,0.004029232,0.197016344,184,93,40,218
PRJEB81000,Viridiplantae,HiFi+Hi-C,,,169316,44,26,15,3,24.79757328,403633.7273,3469.5,1415713.523,1369.75,82606.5,211,8090934,5.605987448,3.540266892,98.8,71.3,20,0.7808,0.114381,1774367173,95,0.000905779,0.029534475,34,14,1,44
PRJEB81002,Viridiplantae,HiFi+Hi-C,,,133680,5,1,4,0,3.41010163,70553,65223,50463.15301,53624,98504,351,135063,4.848515485,4.814400771,97.6,3.9,5,0.7694,0.092616,1466231961,271,0,0,5,1,0,5
PRJEB81008,Viridiplantae,HiFi+Hi-C,,,89188,6,1,3,2,16.29588924,1639310,571464.5,2740031.199,97293,1378105.75,4816,7101893,6.214661088,5.756989257,91.5,4.6,7,0.5602,0.336334,368191015,55,0.000224754,0.007201574,5,3,0,0
PRJEB81010,Viridiplantae,HiFi+Hi-C,,,245330,95,54,34,7,41.24210852,641443.5579,3613,2617636.013,644.5,105417,268,20228117,5.807158448,3.557867962,99,11.2,10,0.8002,0.177169,2303470977,232,0.000147234,0.016652916,84,48,26,91
PRJEB81012,Viridiplantae,HiFi+Hi-C,,,158243,79,53,24,2,105.9933433,108037.9873,1542,426292.9925,643,27045,235,3099184,5.033576485,3.188084374,98.8,30.3,23,0.5755,0.313664,745329825,33,0.008903277,0.112960922,60,37,23,75
PRJEB81016,Viridiplantae,HiFi+Hi-C,,,76958,2,1,0,1,5.510068699,9376514,9376514,13258356.8,4688977,14064051,1440,18751588,6.972041406,6.972041406,68.5,3.4,11,0.6367,0.288376,362971881,62,0.002073647,0.009179423,1,2,1,2
PRJEB81018,Viridiplantae,HiFi+Hi-C,,,114802,125,77,42,6,164.4181792,149584.904,4238,461309.6802,808,59777,199,3230807,5.174887767,3.627160952,98.3,6,16,0.7145,0.241057,760256564,45,0.01052863,0.233395842,95,49,25,123
PRJEB81022,Viridiplantae,HiFi+Hi-C,,,124620,10,8,1,1,17.32851608,116554.5,1614,356827.7931,612.75,3659.25,303,1131938,5.066529046,3.20790353,97.9,32.2,12,0.6508,0.295548,577083459,52,0.000473546,0.032569915,8,5,4,10
PRJEB81026,Viridiplantae,HiFi+Hi-C,,,264222,199,98,82,19,94.76563365,694397.6281,11318,4279407.213,1244.5,105290,227,56642864,5.841608229,4.05376969,95.3,27.6,9,0.7986,0.220565,2099917368,263,0.000232557,0.082869429,180,130,101,192
PRJEB81030,Viridiplantae,HiFi+Hi-C,,,152224,107,56,41,10,108.0690848,416300.9626,6408,1676719.498,885.5,100500.5,212,13802840,5.619407415,3.806722503,99.3,5,17,0.7586,0.216873,990107395,60,0.004092662,0.167255852,91,49,37,103
